event_id,timestamp,source_ip,destination_ip,username,event_type,severity,hostname
SIEM-N0193,2026-09-11T19:19:46.108352Z,10.0.37.209,10.0.13.230,user11,successful_login,medium,server-17
SIEM-N0194,2026-09-14T17:53:48.014867Z,10.0.7.59,10.0.22.61,user23,successful_login,low,server-21
SIEM-N0195,2026-09-14T15:17:34.550259Z,10.0.29.168,10.0.29.168,user17,successful_login,low,server-06
SIEM-N0196,2026-09-13T16:19:56.081416Z,10.0.25.8,10.0.27.52,user25,successful_login,low,server-20
SIEM-N0197,2026-09-15T05:42:58.096424Z,10.0.22.61,10.0.5.72,user11,failed_login,low,server-22
SIEM-N0198,2026-09-13T13:36:44.263559Z,10.0.39.3,10.0.10.28,user11,successful_login,low,server-22
SIEM-N0199,2026-09-14T19:01:42.939588Z,10.0.26.145,10.0.9.190,user20,successful_login,medium,server-03
SIEM-N0200,2026-09-13T22:51:00.624636Z,10.0.22.61,10.0.9.190,user22,successful_login,medium,server-24
SIEM-N0201,2026-09-10T12:20:25.103199Z,10.0.6.64,10.0.28.185,user17,successful_login,low,server-12
SIEM-N0202,2026-09-13T22:56:09.857732Z,10.0.22.61,10.0.32.109,user07,successful_login,low,server-05
SIEM-N0203,2026-09-14T17:24:23.685288Z,10.0.7.59,10.0.33.58,user25,successful_login,low,server-24
SIEM-N0204,2026-09-11T01:57:29.304507Z,10.0.22.61,10.0.9.190,user20,successful_login,low,server-06
SIEM-N0205,2026-09-14T14:17:54.542183Z,10.0.11.175,10.0.29.168,user02,failed_login,low,server-22
SIEM-N0206,2026-09-11T21:38:58.988922Z,10.0.19.9,10.0.29.168,user08,successful_login,low,server-10
SIEM-N0207,2026-09-10T16:07:42.252732Z,10.0.13.230,10.0.24.156,user22,failed_login,high,server-15
SIEM-N0208,2026-09-13T04:35:54.249313Z,10.0.25.8,10.0.33.58,user17,successful_login,low,server-06
SIEM-N0209,2026-09-11T09:58:22.984501Z,10.0.9.190,10.0.17.110,user02,vulnerability_scan,medium,server-28
SIEM-N0210,2026-09-13T15:27:16.369947Z,10.0.34.116,10.0.8.37,user10,successful_login,low,server-06
SIEM-N0211,2026-09-14T03:15:54.158577Z,10.0.10.28,10.0.28.185,user03,successful_login,high,server-08
SIEM-N0212,2026-09-11T09:59:44.193470Z,10.0.2.30,10.0.27.52,user02,vulnerability_scan,low,server-12
SIEM-N0213,2026-09-14T07:42:23.872091Z,10.0.24.156,10.0.15.24,user01,successful_login,low,server-04
SIEM-N0214,2026-09-11T07:17:55.843752Z,10.0.10.28,10.0.9.190,user02,failed_login,low,server-27
SIEM-N0215,2026-09-13T03:18:19.468923Z,10.0.31.141,10.0.29.168,user20,vulnerability_scan,low,server-03
SIEM-N0216,2026-09-15T09:43:10.321718Z,10.0.10.28,10.0.36.73,user24,successful_login,medium,server-14
SIEM-N0217,2026-09-14T22:39:27.276340Z,10.0.20.25,10.0.8.37,user02,successful_login,low,server-21
SIEM-N0218,2026-09-11T12:43:55.585068Z,10.0.8.37,10.0.32.109,user20,successful_login,low,server-21
SIEM-N0219,2026-09-12T22:09:17.684550Z,10.0.10.28,10.0.19.9,user14,successful_login,low,server-12
SIEM-N0220,2026-09-14T07:07:56.248836Z,10.0.6.64,10.0.34.116,user12,successful_login,low,server-17
SIEM-N0221,2026-09-12T18:42:36.593311Z,10.0.33.58,10.0.36.73,user01,failed_login,low,server-16
SIEM-N0222,2026-09-15T06:46:33.128328Z,10.0.24.156,10.0.17.110,user24,successful_login,low,server-26
SIEM-N0223,2026-09-15T03:53:34.271055Z,10.0.7.59,10.0.38.224,user24,successful_login,medium,server-05
SIEM-N0224,2026-09-15T06:40:46.982656Z,10.0.12.191,10.0.30.181,user23,successful_login,low,server-06
SIEM-N0225,2026-09-11T10:37:13.001442Z,10.0.30.181,10.0.3.8,user10,successful_login,low,server-26
SIEM-N0226,2026-09-14T12:03:49.031835Z,10.0.20.25,10.0.33.58,user13,successful_login,high,server-18
SIEM-N0227,2026-09-13T03:11:31.300364Z,10.0.13.230,10.0.19.9,user12,successful_login,medium,server-02
SIEM-N0228,2026-09-11T04:06:15.144302Z,10.0.8.37,10.0.24.156,user14,successful_login,medium,server-24
SIEM-N0229,2026-09-13T07:13:53.774238Z,10.0.22.61,10.0.12.191,user16,successful_login,medium,server-12
SIEM-N0230,2026-09-10T21:04:57.878417Z,10.0.6.64,10.0.28.185,user03,successful_login,low,server-27
SIEM-N0231,2026-09-14T14:20:42.798075Z,10.0.7.59,10.0.6.64,user11,successful_login,medium,server-10
SIEM-N0232,2026-09-13T06:29:24.390341Z,10.0.11.175,10.0.29.168,user12,failed_login,low,server-24
SIEM-N0233,2026-09-11T03:35:43.940376Z,10.0.28.185,10.0.18.10,user21,successful_login,high,server-02
SIEM-N0234,2026-09-15T02:59:42.216725Z,10.0.24.156,10.0.33.58,user26,failed_login,medium,server-06
SIEM-N0235,2026-09-10T17:39:54.980807Z,10.0.39.3,10.0.29.168,user02,successful_login,low,server-08
SIEM-N0236,2026-09-11T14:34:41.358645Z,10.0.25.8,10.0.37.209,user02,successful_login,medium,server-22
SIEM-N0237,2026-09-13T06:00:33.450315Z,10.0.29.168,10.0.5.72,user19,successful_login,low,server-12
SIEM-N0238,2026-09-13T12:14:09.292149Z,10.0.16.153,10.0.8.37,user01,failed_login,medium,server-16
SIEM-N0239,2026-09-12T21:52:14.041542Z,10.0.8.37,10.0.17.110,user25,successful_login,low,server-15
SIEM-N0240,2026-09-14T10:15:05.576217Z,10.0.32.109,10.0.13.230,user04,failed_login,low,server-03
SIEM-N0241,2026-09-13T05:45:17.559974Z,10.0.29.168,10.0.6.64,user26,vulnerability_scan,medium,server-28
SIEM-N0242,2026-09-10T13:36:39.747034Z,10.0.5.72,10.0.36.73,user18,failed_login,low,server-10
SIEM-N0243,2026-09-11T05:50:11.594075Z,10.0.12.191,10.0.24.156,user17,failed_login,low,server-07
SIEM-N0244,2026-09-11T12:57:07.629000Z,10.0.32.109,10.0.2.30,user12,successful_login,low,server-12
SIEM-N0245,2026-09-13T03:54:40.677426Z,10.0.9.190,10.0.6.64,user03,successful_login,low,server-23
SIEM-N0246,2026-09-11T21:44:08.306927Z,10.0.27.52,10.0.37.209,user03,successful_login,low,server-11
SIEM-N0247,2026-09-12T06:55:09.729385Z,10.0.34.116,10.0.23.131,user05,successful_login,medium,server-25
SIEM-N0248,2026-09-12T17:50:36.912361Z,10.0.9.190,10.0.28.185,user17,successful_login,high,server-02
SIEM-N0249,2026-09-11T08:13:59.171606Z,10.0.20.25,10.0.11.175,user06,successful_login,low,server-23
SIEM-N0175,2026-09-12T11:09:03.164785Z,10.0.14.141,10.0.33.58,user04,successful_login,low,server-04
SIEM-D02,2026-09-15T09:02:00Z,185.220.101.7,10.0.2.3,root,failed_login,high,server-08
SIEM-N0179,2026-09-14T14:54:59.845590Z,10.0.15.24,10.0.33.58,user18,successful_login,medium,server-26
SIEM-N0014,2026-09-11T05:50:20.020411Z,10.0.5.72,10.0.16.153,user13,successful_login,low,server-29
SIEM-N0209,2026-09-11T09:58:22.984501Z,10.0.9.190,10.0.17.110,user02,vulnerability_scan,medium,server-28
SIEM-N0159,2026-09-14T02:59:53.088191Z,10.0.36.73,10.0.21.57,user13,failed_login,high,server-17
SIEM-N0180,2026-09-13T17:29:59.781973Z,10.0.3.8,10.0.28.185,user01,successful_login,low,server-03
SIEM-N0235,2026-09-10T17:39:54.980807Z,10.0.39.3,10.0.29.168,user02,successful_login,low,server-08
SIEM-D03,2026-09-15T09:03:00Z,185.220.101.7,10.0.2.4,root,failed_login,high,server-12
SIEM-N0233,2026-09-11T03:35:43.940376Z,10.0.28.185,10.0.18.10,user21,successful_login,high,server-02
